misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
20,20160,1468,-22.5613717,2.1938112020492553,-0.00014774948358535766,9.782682037353515
40,39360,1526,-24.821461710000005,2.178378391265869,-0.00053415447473526,2.5991351783275602
60,58560,1555,-26.229966029999996,2.105875015258789,-0.0012323165312409401,0.8558450281620026
80,77760,1569,-25.98387169999999,2.032059836387634,-0.0013459045439958572,0.48596573024988177
100,96960,1581,-27.41904271,2.002305340766907,-0.00039373445324599745,0.33226980194449424
120,116160,1583,-27.73509137,2.0768765687942503,-0.0018282786943018437,0.3421231545507908
140,135360,1587,-26.841353200000004,2.1267600774765016,0.00020799636840820312,1.6147230684757232
160,154560,1597,-26.490223640000004,2.0626214027404783,-0.0013042043894529343,0.8832074157893658
180,173760,1602,-27.561435160000002,1.998781955242157,-0.0020611524465493857,0.5426016919314861
200,192960,1608,-27.06537828,2.001490080356598,-0.00023190071806311607,0.13194286227226257
220,212160,1613,-26.779626399999998,2.105305218696594,-0.0011595118790864944,1.6293643414974213
240,231360,1616,-25.68697163,2.0474364280700685,-0.0008841246366500854,0.9300317972898483
260,250560,1617,-25.928727369999997,2.096173620223999,-0.0024594295769929885,0.6148655325174331
280,269760,1619,-27.02221299,2.1384207963943482,-0.0005789159331470728,2.385185408592224
300,288960,1621,-25.41963999,2.1210171461105345,-0.00201377235352993,1.0727405458688737
320,308160,1621,-27.088372000000003,2.097913694381714,-0.0016607599332928657,1.2747097186744214
340,327360,1623,-26.367597849999996,2.025201511383057,-0.002785623073577881,1.1790245592594146
360,346560,1623,-26.95471617,2.0504876136779786,-0.0001524362713098526,1.4704579919576646
380,365760,1624,-24.415360380000003,1.9645270943641662,0.00041652582585811616,0.9691212490200997
400,384960,1629,-26.362281439999997,2.0263920783996583,-0.0026229701936244963,0.5134563237428665
420,404160,1629,-26.02915355,1.9645697712898254,-0.0014664667658507824,0.5463485136628151
440,423360,1631,-24.916819630000006,2.0683783531188964,0.0015018525533378123,1.0441493928432464
460,442560,1630,-24.033558599999996,2.0047310471534727,-0.0012588027864694595,0.6692040517926217
480,461760,1633,-25.763034419999993,2.0589598417282104,-0.0036703333258628844,0.15690274238586427
500,480960,1633,-26.013929349999998,1.780640971660614,-0.0020481042563915254,0.414322791993618
520,500160,1635,-27.357646250000002,1.7996817588806153,-1.6007857630029322e-05,2.656165026128292
540,519360,1637,-26.370245160000003,1.9048189520835876,-0.000807885779067874,1.7045865535736084
560,538560,1638,-25.36284187,1.8260183930397034,-0.0006332295015454292,1.0472997456789017
580,557760,1638,-25.427562599999998,1.9687331199645997,0.00032534636557102203,1.4756352722644805
600,576960,1640,-24.61410355,2.062697744369507,-0.0023423366248607634,0.6729239508509636
620,596160,1641,-23.82958258,1.9721113681793212,4.0952861309051516e-05,0.6806759268045426
640,615360,1642,-26.64617,1.947479248046875,-0.0023476995527744295,0.6080731064081192
660,634560,1643,-28.656602810000003,2.0152976393699644,-0.0007477551582269371,0.9345860809087754
680,653760,1644,-26.330061400000005,1.987575626373291,-0.0016048159450292587,1.6100726008415223
700,672960,1645,-25.24769569,1.9264540433883668,-0.003310042805969715,0.24809711650013924
720,692160,1647,-27.728252540000003,1.934628665447235,-0.0030367777682840822,0.2968044266104698
740,711360,1648,-28.324310089999997,1.9827122807502746,-0.0006724778562784195,0.5051331847906113
760,730560,1649,-29.26621692,2.0178449988365172,-0.004640268348157406,0.33442762196063996
780,749760,1650,-30.177527180000002,2.007327210903168,-0.0016264760168269276,1.0269520342350007
800,768960,1650,-28.43479726,1.9802667379379273,-0.0026865750551223755,1.5212170705199242
820,788160,1652,-28.12625167,1.91666179895401,-0.0007638193666934967,0.20744753293693066
840,807360,1653,-28.676401960000003,1.875707757472992,-0.0010415717959403991,1.2188298046588897
860,826560,1655,-28.992938649999996,1.625834619998932,-0.0007931681349873543,0.21892973855137826
880,845760,1655,-28.456742759999997,1.919213354587555,0.0004957487806677818,1.6901210010051728
900,864960,1656,-26.475974219999998,1.7403764128684998,0.0003130667842924595,1.1017951563000679
920,884160,1656,-26.564220449999993,1.6965956568717957,-0.00043768840841948984,1.1293529555201531
940,903360,1658,-26.486261540000005,1.701439583301544,0.011203831154853105,0.8581707298755645
960,922560,1659,-27.90654864,1.8357799887657165,-0.004003140702843666,2.17281631231308
980,941760,1660,-28.755989090000003,1.8546478152275085,0.0016726067289710045,0.35977784283459185
1000,960960,1660,-27.868118269999997,1.9735584616661073,-0.0004861157387495041,1.49692095965147
1020,980160,1660,-25.77663667,1.8917426824569703,-0.0018812024965882302,0.9507282197475433
1040,999360,1661,-26.315085179999997,1.908230197429657,-0.0006814233958721161,1.0157431349158288
1060,1018560,1661,-28.30556015,1.885252547264099,-0.0048885058611631395,0.5841514825820923
1080,1037760,1662,-28.438763679999997,1.8798763155937195,-0.0019479423761367797,1.3668315626680851
1100,1056960,1662,-25.211967190000006,1.8188807487487793,-0.0016123513923957944,1.4035145342350006
1120,1076160,1662,-24.620565019999994,1.8364099621772767,-0.0006004827097058296,1.8471165895462036
1140,1095360,1662,-23.529561470000004,1.7907073616981506,-0.000828276202082634,0.9323658853769302
1160,1114560,1662,-25.522924330000002,1.8150161862373353,-0.0022164884954690932,3.2103145599365233
1180,1133760,1662,-24.154833670000002,1.8016192436218261,-0.0013904962688684464,0.2715385638177395
1200,1152960,1663,-25.84832109,1.7908844828605652,-0.0008876822888851166,0.43733200132846833
1220,1172160,1664,-25.201847699999995,1.9829736590385436,-0.0019208718091249465,1.2173824299126863
1240,1191360,1663,-24.17353799,1.8204229116439818,-0.0028480393812060356,0.1967578750103712
1260,1210560,1664,-25.20043536,1.8132572531700135,-0.005333450809121132,0.19108648970723152
1280,1229760,1665,-28.539420009999994,1.880443847179413,-0.001906144618988037,1.2790445178747176
1300,1248960,1666,-27.787579079999997,1.8493345022201537,-0.001296278415247798,0.27001907750964166
1320,1268160,1666,-27.11955535,1.9034222722053529,-0.0035476448945701124,0.8250856429338456
1340,1287360,1666,-26.983145460000006,1.8861061096191407,-0.0014321880415081977,0.3865598186850548
1360,1306560,1666,-28.94085855,1.8972569465637208,-0.0021707572042942045,0.24654978662729263
1380,1325760,1666,-25.576016260000003,1.8620760083198546,-0.004707284644246102,0.2106759510934353
1400,1344960,1666,-25.297423569999996,1.9402353644371033,-0.0001105189323425293,1.503915062174201
1420,1364160,1665,-25.787859150000003,1.9951521158218384,-0.0020347442477941513,1.3300412949174643
1440,1383360,1665,-25.16436811,1.9964283466339112,-0.0028422828763723373,3.48574845790863
1460,1402560,1665,-26.981232249999998,1.9283271193504334,-0.001748480647802353,0.4457865469157696
1480,1421760,1665,-27.896498039999997,1.8270005583763123,-0.0033084100345149637,0.30993302781134846
1500,1440960,1666,-27.92993970000001,1.8631506204605102,-0.0005266293883323669,2.774696034193039
1520,1460160,1666,-24.816444770000004,2.022627353668213,-0.003810087482270319,1.715365519747138
1540,1479360,1667,-27.986653559999993,1.9129084467887878,-0.0036516662687063215,0.578583624958992
1560,1498560,1668,-26.251841090000003,2.042389225959778,-0.0062572542577981945,0.42003335654735563
1580,1517760,1668,-23.32077437,1.9049899578094482,-0.00029074307531118393,1.3314842134714127
1600,1536960,1667,-24.080063189999997,1.9261933445930481,-0.0014838136732578278,3.0003293827176094
1620,1556160,1667,-22.012273949999997,1.8870087027549745,-0.003678201884031296,1.2841244280338286
1640,1575360,1668,-24.80415947,1.9792029142379761,-0.00258445180952549,0.2444378463551402
1660,1594560,1668,-28.040781749999997,1.9391590356826782,-0.004255552589893341,1.6732514411211015
1680,1613760,1668,-28.473489220000005,1.8971162915229798,-0.0023229094222187996,0.8555526629090309
1700,1632960,1668,-28.77433569,1.9424891352653504,-0.00020174551755189896,2.419112241268158
1720,1652160,1669,-28.25682879,1.8945300102233886,-0.004359443858265877,0.059316782373934986
1740,1671360,1669,-29.01361249,1.8479220509529113,-0.0004086493980139494,3.2104957520961763
1760,1690560,1669,-27.203602989999993,1.8806196808815003,-0.0007976389257237315,1.5369849905371666
1780,1709760,1669,-28.54741061,1.9518773317337037,-0.006692746141925454,0.3559664774686098
1800,1728960,1670,-28.938440270000005,1.9733739972114563,-0.006401814520359039,0.06428944058716297
1820,1748160,1670,-27.581029550000004,1.788676643371582,-0.0029994061216711996,1.738437956571579
1840,1767360,1670,-27.07768567,1.8597060799598695,-0.0017617564648389817,1.2205117076635361
1860,1786560,1670,-26.459876849999997,1.7880820512771607,-0.004603821597993374,0.6270960509777069
1880,1805760,1670,-28.13171667,1.8561375617980957,-0.0006433984613977373,4.235688710212708
1900,1824960,1670,-24.919530800000004,1.8317051768302917,-0.0018153445795178413,0.6866385161876678
1920,1844160,1670,-26.009696900000005,1.9645533442497254,-0.0016303766518831254,0.9163186609745025
1940,1863360,1670,-26.749446940000002,1.8455942511558532,-0.005025536217726767,1.3140546321868896
1960,1882560,1671,-27.747496339999998,1.7785081744194031,-0.0008041184395551681,1.3104824364185332
1980,1901760,1671,-30.203080570000008,1.8499839425086975,-0.002778765931725502,2.559715300798416
2000,1920960,1671,-24.07166747,1.7761624813079835,-0.0018904998898506165,1.019394439458847
2020,1940160,1671,-25.898517960000003,1.899317455291748,-0.001278281956911087,4.046660280227661
2040,1959360,1671,-26.23317014,1.8430975198745727,-0.004594499431550503,1.1010770469903945
2060,1978560,1671,-24.983083499999992,1.5637935519218444,-0.0032995200715959074,3.436609923839569
2080,1997760,1672,-23.173158880000003,1.801139485836029,-0.006109531037509441,3.437628757953644
2100,2016960,1672,-25.436782119999997,1.8173789262771607,-0.003921512223314494,1.5581639468669892
2120,2036160,1672,-25.139668970000002,1.8193123579025268,-0.0023788046091794968,1.4941615074872971
2140,2055360,1672,-23.889001080000003,1.5736132264137268,-0.003304038941860199,2.8769693613052367
2160,2074560,1671,-20.823023839999998,1.6392843842506408,-0.0002154056914150715,2.038532871007919
2180,2093760,1671,-22.318105449999997,1.7649466514587402,-0.0004875123500823975,2.010060262680054
2200,2112960,1670,-22.225192530000008,1.7503084063529968,-0.0031490708701312543,1.1443712443113327
2220,2132160,1670,-23.712170460000003,1.6815310716629028,-0.0036139395087957382,0.36800530552864075
2240,2151360,1671,-24.452461380000003,1.5380412220954895,-0.0038586210459470747,0.8532775402069092
2260,2170560,1671,-24.923030360000002,1.8078153371810912,-0.002392975799739361,0.4886156052350998
2280,2189760,1671,-26.172254609999996,1.7362410068511962,-0.00012109950184822083,2.519551381468773
2300,2208960,1671,-22.437794550000003,1.6650776386260986,-0.00537454504519701,1.348246955871582
