misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
20,20160,1368,-28.695340857142856,0.6623072981834411,-0.0010653215227648615,2.471199071407318
40,39360,1407,-29.09276272,0.6306401491165161,-0.0026285748463124037,1.3068537279963492
60,58560,1406,-28.779049129999997,0.6170603096485138,0.003466971777379513,1.6497498452663422
80,77760,1416,-28.12411237,0.7964668154716492,-0.008573735505342484,0.7052380755543709
100,96960,1419,-28.324379169999997,0.9685706913471221,-0.0029260518029332163,1.3162869304418563
120,116160,1427,-28.028517879999995,1.2684411644935607,-0.009471099823713303,1.732944166660309
140,135360,1426,-28.32248719,1.31420795917511,-0.0011404313147068024,2.3686835169792175
160,154560,1428,-27.49952472,1.2639469981193543,-8.333362638950348e-05,2.135997074842453
180,173760,1432,-26.890251029999998,1.5008671879768372,0.0030427592806518077,0.7138540394604206
200,192960,1432,-27.068786030000005,1.532965087890625,-0.0035427724942564964,1.2066774368286133
220,212160,1437,-25.697908420000005,1.5348752617836,-0.0008045341819524765,3.3484161138534545
240,231360,1436,-25.15253881,1.5487216591835022,-0.0049685545731335875,0.9464336693286896
260,250560,1436,-25.266219250000002,1.4107947111129762,0.0006384484469890595,0.395462466776371
280,269760,1436,-24.149529850000004,1.6306979179382324,-0.0017953712143935264,1.2373995393514634
300,288960,1436,-22.76459766,1.6225528120994568,0.00043012797832489016,1.8683730781078338
320,308160,1440,-20.865509550000002,1.6099645853042603,-0.0008863359689712524,0.9099893659353256
340,327360,1442,-21.746872270000004,1.6821180820465087,-0.004203653335571289,2.4798005342483522
360,346560,1444,-21.999807850000003,1.572928214073181,-0.0019945189356803893,2.0911931335926055
380,365760,1443,-21.584774649999996,1.6869767427444458,0.0031417809426784516,2.388526529073715
400,384960,1443,-22.939679410000004,1.6849940299987793,-0.0030004775151610376,0.9721725225448609
420,404160,1444,-22.33898167,1.7291034817695619,0.00019593595061451197,3.029793345928192
440,423360,1443,-22.75310992,1.7917274117469788,0.002130285114981234,2.110450303554535
460,442560,1442,-23.37583268,1.820623755455017,-0.00351237915456295,2.6692523837089537
480,461760,1442,-19.97600056,1.512415337562561,-0.0017415791749954223,3.0886443972587587
500,480960,1440,-18.654842249999998,1.54254093170166,0.00428695622831583,2.6511059522628786
520,500160,1439,-19.672770470000003,1.6264339447021485,-1.805797219276428e-05,1.410585218667984
540,519360,1440,-18.56872146,1.6712807416915894,0.00022267475724220277,2.1189397037029267
560,538560,1440,-20.025827879999998,1.5723679542541504,0.002404878265224397,1.2392404556274415
580,557760,1439,-19.44689844,1.548327124118805,-0.0017103901132941245,2.633619499206543
600,576960,1437,-17.955176990000002,1.557199490070343,0.0008508205413818359,2.7742212772369386
620,596160,1435,-17.47009462,1.3395492076873778,-0.0023135144263505937,3.191943275928497
640,615360,1431,-17.13862709,1.3500035047531127,-0.0006324708461761475,1.9587306916713714
660,634560,1430,-17.18457572,1.2681885361671448,-0.0028432328719645737,2.3945589542388914
680,653760,1429,-16.40805656,1.2123446583747863,-0.005894080176949501,1.98330717086792
700,672960,1429,-15.986752319999999,1.2324564337730408,-0.0015277901664376258,2.445682644844055
720,692160,1428,-16.41237576,1.3202950477600097,0.0013562077656388283,2.394740128517151
740,711360,1428,-14.881920999999998,1.34450523853302,0.001509377732872963,2.0579745888710024
760,730560,1428,-16.87167611,1.4502253413200379,-0.0034921139013022184,3.2051899313926695
780,749760,1427,-15.496772649999999,1.3900699734687805,-0.001433977484703064,3.3645251274108885
800,768960,1427,-15.673254040000002,1.4525400280952454,-0.0028401631861925125,2.274420017004013
820,788160,1426,-15.076702430000001,1.3895355582237243,-0.0033405428286641834,1.620609200000763
840,807360,1426,-15.82531845,1.5668327689170838,-0.001570870983414352,2.601138746738434
860,826560,1426,-16.13984864,1.3934905767440795,0.0007998955436050892,2.1611372113227842
880,845760,1426,-14.038340120000003,1.4555338740348815,-0.0017001937609165906,1.1284670293331147
900,864960,1426,-15.055103099999998,1.47098650932312,-0.006986946798861027,1.3060149371623992
920,884160,1425,-15.002982759999998,1.3932885646820068,-0.0027258815709501503,1.739862895011902
940,903360,1424,-14.49586427,1.5441891312599183,-0.005049710115417838,1.3790811270475387
960,922560,1425,-14.403543570000002,1.5724287033081055,-0.003837365098297596,1.8745537757873536
980,941760,1425,-14.755787949999998,1.4452237963676453,-0.004680266045033932,2.5654536485671997
1000,960960,1426,-17.560514660000003,1.4552618861198425,0.0013545288726163562,2.741996538639069
1020,980160,1426,-15.120804779999999,1.393276536464691,-0.007375265285372734,1.6999732434749604
1040,999360,1426,-15.79407344,1.5147637009620667,-0.003896627575159073,1.4359634935855865
1060,1018560,1426,-14.72668462,1.4609926462173461,-0.004758061934262514,3.009748435020447
1080,1037760,1426,-15.812397789999999,1.5226197481155395,-0.0038325708359479905,0.7721008464694024
1100,1056960,1427,-15.65268679,1.3720585465431214,-0.0011669646948575974,1.9776406407356262
1120,1076160,1427,-16.11591555,1.2392322659492492,-0.004041797481477261,1.4135507762432098
1140,1095360,1427,-15.807945240000004,1.488821065425873,0.0008311687037348747,3.4942012190818788
